DW_DATE_KEY|DW_BUDGET_SBU_KEY|DW_BUDGET_ITEM_KEY|BUDGET_AMT|ACTUAL_AMT|VARIANCE
20121130|35|1|3388000000|702583964.24|2685416035.76
20121130|35|2|677600000|285966067.87|391633932.13
20121130|36|1|7694000000|0|7694000000
20121130|36|2|769400000|0|769400000
20121130|37|1|14150000000|4748156505.85|9401843494.15
20121130|37|2|0|270607.73|-270607.73
20121130|38|1|2592000000|295534116.38|2296465883.62
20121130|38|2|9357120000|3908131828.6|5448988171.4
20121130|39|1|1810000000|620362049.4|1189637950.6
20121130|39|2|6534100000|33143325.14|6500956674.86
20121130|40|1|1850000000|502352131.03|1347647868.97
20121130|40|2|6678500000|1187951590.99|5490548409.01
20121130|41|1|1457000000|6166217115.9|-4709217115.9
20121130|41|2|5259770000|0|5259770000
20121130|42|1|952000000|106538780.47|845461219.53
20121130|42|2|3436720000|215126457.81|3221593542.19
20121130|43|1|70026000000|33772171144.09|36253828855.91
20121130|43|2|3501300000|4.58|3501299995.42
20121130|44|1|2450000000|695471784.09|1754528215.91
20121130|44|2|612500000|165302187.05|447197812.95
20121130|45|1|1403000000|285480291.64|1117519708.36
20121130|45|2|350750000|134557408.51|216192591.49
20121130|46|1|2388000000|651346521.86|1736653478.14
20121130|46|2|597000000|321278994.96|275721005.04
20121130|47|1|2328000000|435728652.26|1892271347.74
20121130|47|2|582000000|99563504.81|482436495.19
20121130|48|1|1209000000|824538226.63|384461773.37
20121130|48|2|302250000|367860433.54|-65610433.54
20120731|126|1|654000000|361677858.26|292322141.74
20120731|126|2|130800000|21165910.1|109634089.9
20120731|127|1|748000000|287809804.52|460190195.48
20120731|127|2|149600000|14123625.28|135476374.72
20120731|128|1|14863000000|289612.22|14862710387.78
20120731|128|2|1486300000|0|1486300000
20120731|129|1|1348000000|1186555884.88|161444115.12
20120731|129|2|269600000|15448462.93|254151537.07
20120731|130|1|2114000000|1199685453.22|914314546.78
20120731|130|2|422800000|55033392.63|367766607.37
20120731|131|1|1187000000|514969102.87|672030897.13
20120731|131|2|237400000|6674429.18|230725570.82
20121130|87|1|3049000000|1296727123.94|1752272876.06
20121130|87|2|762250000|343092095.48|419157904.52
20121130|88|1|2744000000|469023290.05|2274976709.95
20121130|88|2|686000000|366084736.96|319915263.04
20121130|89|1|2922000000|990212031.45|1931787968.55
20121130|89|2|730500000|115737096.29|614762903.71
20121130|90|1|1418000000|892695938.09|525304061.91
20121130|90|2|354500000|314757449.15|39742550.85
20121130|91|1|1169000000|563774903.44|605225096.56
20121231|9|2|300000000|80553828.91|219446171.09
20121231|10|1|3010000000|1283375788.26|1726624211.74
20121231|10|2|602000000|267819939.85|334180060.15
20121231|11|1|2000000000|935112057.73|1064887942.27
20121231|11|2|400000000|258700240.84|141299759.16
20121231|12|1|1952000000|1030358737.89|921641262.11
20121231|12|2|390400000|862346647.79|-471946647.79
20121231|13|1|2673000000|992972541.41|1680027458.59
20121231|13|2|534600000|880140493.28|-345540493.28
20121231|14|1|1639000000|769880516.14|869119483.86
20121231|14|2|327800000|2481158.38|325318841.62
20121231|15|1|2342000000|432525209.3|1909474790.7
20121231|15|2|468400000|220980347.17|247419652.83
20121231|16|1|3094000000|1833315136.07|1260684863.93
20121231|16|2|618800000|28983281.55|589816718.45
20121231|17|1|1834000000|962068320.29|871931679.71
20121231|17|2|366800000|13636458.91|353163541.09
20121231|18|1|2260000000|385421581|1874578419
20121231|18|2|452000000|45430628.92|406569371.08
20121231|19|1|1942000000|922937061.6|1019062938.4
20121231|19|2|388400000|141690525.79|246709474.21
20121231|20|1|1672000000|1677052530.14|-5052530.14
20121231|20|2|334400000|11757860.69|322642139.31
20121231|21|1|1872000000|1093066335.77|778933664.23
20121231|21|2|374400000|601153998.53|-226753998.53
20121231|22|1|2080000000|1615698942.66|464301057.34
20121231|22|2|416000000|2754650.79|413245349.21
20121231|23|1|1402000000|523181187.69|878818812.31
20121231|23|2|280400000|6364407.8|274035592.2
20121231|24|1|2000000000|1582686580.91|417313419.09
20121231|24|2|400000000|10547210.2|389452789.8
20121231|25|1|1700000000|734221439.34|965778560.66
20121231|25|2|340000000|1638972.28|338361027.72
20121231|26|1|2500000000|3488061404.47|-988061404.47
20121231|26|2|500000000|4782046025.73|-4282046025.73
20121231|27|1|2000000000|745397314.45|1254602685.55
20121231|27|2|400000000|7688113.49|392311886.51
20121231|28|1|3550000000|3362069369.64|187930630.36
20121231|28|2|710000000|534296354.81|175703645.19
20121231|29|1|1600000000|1064025304.08|535974695.92
20121231|29|2|320000000|21995491.9|298004508.1
20121231|30|1|1800000000|467954887.02|1332045112.98
20121231|30|2|360000000|2000643.39|357999356.61
20121231|31|1|3700000000|2559878849.43|1140121150.57
20121231|31|2|740000000|2855772.12|737144227.88
20121231|32|1|2000000000|1643450075.86|356549924.14
20121231|32|2|400000000|4799263.53|395200736.47
20121231|33|1|2500000000|1163198300.54|1336801699.46
20121231|33|2|500000000|255334866.52|244665133.48
20121231|34|1|2200000000|1377202428.57|822797571.43
20121231|34|2|440000000|2592069.63|437407930.37
20121231|35|1|3500000000|1218683427.89|2281316572.11
20121231|35|2|700000000|242474547.46|457525452.54
20121231|36|1|8278000000|0|8278000000
20121231|36|2|827800000|0|827800000
20121231|37|1|15000000000|5679637727.98|9320362272.02
20121231|37|2|0|721330.29|-721330.29
20121231|38|1|2700000000|1642348245.06|1057651754.94
20121231|38|2|9747000000|3974580159.67|5772419840.33
20121231|39|1|1900000000|601582134.36|1298417865.64
20121231|39|2|6859000000|31960500.18|6827039499.82
20121231|40|1|1900000000|574385731.73|1325614268.27
20121231|40|2|6859000000|1256872821.9|5602127178.1
20121231|41|1|1500000000|6169438763.95|-4669438763.95
20121231|41|2|5415000000|14.41|5414999985.59
20121231|42|1|1000000000|103459038.54|896540961.46
20121231|42|2|3610000000|214740213.53|3395259786.47
20121231|43|1|75000000000|38322299320.38|36677700679.62
20121231|43|2|3750000000|0|3750000000
20121231|44|1|2633710830|329777224.87|2303933605.13
20121231|44|2|658427700|162080239.56|496347460.44
20121231|45|1|1496400190|295187976.55|1201212213.45
20121231|45|2|374100040|125247715.75|248852324.25
20121231|46|1|2580122130|748746084.38|1831376045.62
20121231|46|2|645030530|326228356.17|318802173.83
20121231|47|1|2509042890|439089366.83|2069953523.17
20121231|47|2|627260720|86453754.2|540806965.8
20121231|48|1|1276272990|436818615.59|839454374.41
20121231|48|2|319068240|419259435.69|-100191195.69
20121231|49|1|2889827980|1397904526.77|1491923453.23
20121231|49|2|722456990|100728145.28|621728844.72
20121231|50|1|1600000000|566150007.52|1033849992.48
20121231|50|2|400000000|195751123.1|204248876.9
20121231|51|1|1190916010|490025683.97|700890326.03
20121231|51|2|297729000|275405034.93|22323965.07
20121231|52|1|1525360140|819384559.7|705975580.3
20121231|52|2|381340030|59636059.89|321703970.11
20121231|53|1|1461968850|904201678.07|557767171.93
20120831|52|1|1213000000|656272446.95|556727553.05
20120831|52|2|303250000|57921925.19|245328074.81
20120831|53|1|1214000000|577455971.53|636544028.47
20120831|53|2|303500000|31092532.87|272407467.13
20120831|54|1|1026000000|178131957.34|847868042.66
20120831|54|2|256500000|41219462.33|215280537.67
20120831|55|1|1443000000|560374934.73|882625065.27
20120831|55|2|360750000|65031356.56|295718643.44
20120831|56|1|1009000000|298675877.51|710324122.49
20120831|56|2|252250000|10828889.96|241421110.04
20120831|57|1|952000000|264156695.81|687843304.19
20120831|57|2|238000000|45661087.36|192338912.64
20120831|58|1|1069000000|447611010.07|621388989.93
20120831|58|2|267250000|60646493.33|206603506.67
20120831|59|1|1755000000|636394006.77|1118605993.23
20120831|59|2|438750000|145354235.2|293395764.8
20120831|60|1|1033000000|477717131.18|555282868.82
20120831|60|2|258250000|13875045.04|244374954.96
20120831|61|1|1243000000|641277859.19|601722140.81
20120831|61|2|310750000|4358081.43|306391918.57
20120831|62|1|1087000000|316090581.17|770909418.83
20120831|62|2|271750000|68688531.1|203061468.9
20120831|63|1|1782000000|1488713836.07|293286163.93
20120831|63|2|445500000|250785199.41|194714800.59
20120831|64|1|2751000000|1454796366.64|1296203633.36
20120831|64|2|687750000|17881909.63|669868090.37
20120831|65|1|1273000000|667163628.84|605836371.16
20120831|65|2|318250000|14212630.67|304037369.33
20120831|66|1|1286000000|554890685.25|731109314.75
20120831|66|2|321500000|14080690.54|307419309.46
20120831|67|1|1163000000|737228079.93|425771920.07
20120831|67|2|290750000|21182508.97|269567491.03
20120831|68|1|1569000000|437914437.99|1131085562.01
20120831|68|2|392250000|278454058.63|113795941.37
20120831|69|1|1320000000|676154560.41|643845439.59
20120831|69|2|330000000|24269220.35|305730779.65
20120831|70|1|1436000000|372084159.1|1063915840.9
20120831|70|2|359000000|480817211.63|-121817211.63
20120831|71|1|1065000000|381340577.67|683659422.33
20120831|71|2|266250000|54586011.44|211663988.56
20120831|72|1|785000000|189579177.16|595420822.84
20120831|72|2|196250000|7667983.51|188582016.49
20120831|73|1|1077000000|581871857.7|495128142.3
20120831|73|2|269250000|27549405.38|241700594.62
20120831|74|1|1024000000|306761502.33|717238497.67
20120831|74|2|256000000|249455949.55|6544050.45
20120831|75|1|1637000000|769283840.73|867716159.27
20120831|75|2|409250000|178539036.66|230710963.34
20120831|76|1|1214000000|482928656.46|731071343.54
20120831|76|2|303500000|81971794.96|221528205.04
20120831|77|1|1360000000|686357023.88|673642976.12
20120831|77|2|340000000|175907993.22|164092006.78
20120831|78|1|1507000000|749505524.94|757494475.06
20120831|78|2|376750000|86100210.26|290649789.74
20120831|79|1|1826000000|339667618.72|1486332381.28
20120831|79|2|456500000|53991256.15|402508743.85
20120831|80|1|1395000000|543368509.21|851631490.79
20120831|80|2|348750000|67822049.95|280927950.05
20120831|81|1|3627000000|1276668983.01|2350331016.99
20120831|81|2|906750000|448019287.9|458730712.1
20120831|82|1|2552000000|1878703317.2|673296682.8
20120831|82|2|638000000|1258595280.64|-620595280.64
20120831|83|1|1986000000|6673.3|1985993326.7
20120831|83|2|496500000|0|496500000
20120831|84|1|2462000000|968831858.78|1493168141.22
20120831|84|2|615500000|106476056.76|509023943.24
20120831|85|1|2200000000|4795589.26|2195204410.74
20120831|85|2|550000000|0|550000000
20120831|86|1|2274000000|669344469.68|1604655530.32
20120831|86|2|568500000|425546992.09|142953007.91
20120831|87|1|2392000000|1444896912.18|947103087.82
20120831|87|2|598000000|407377614.36|190622385.64
20120831|88|1|2069000000|723673207.14|1345326792.86
20120831|88|2|517250000|271147755.18|246102244.82
20120831|89|1|2499000000|951881654.2|1547118345.8
20120831|89|2|624750000|127177053.02|497572946.98
20120831|90|1|1208000000|841445383.07|366554616.93
20120831|90|2|302000000|285595590.11|16404409.89
20120831|91|1|1082000000|735236314.29|346763685.71
20120831|91|2|216400000|43863632.72|172536367.28
20120831|92|1|1760000000|1692073314.19|67926685.81
20120831|92|2|352000000|449303398.44|-97303398.44
20120831|93|1|901000000|411482495.73|489517504.27
20120831|93|2|180200000|27855049.1|152344950.9
20120831|94|1|1475000000|622666584.16|852333415.84
20120831|94|2|295000000|57820290.61|237179709.39
20120831|95|1|1123000000|335883218.9|787116781.1
20120831|95|2|224600000|149117028.86|75482971.14
20120831|96|1|1142000000|518121727.29|623878272.71
20120831|96|2|228400000|85589918.95|142810081.05
20120831|97|1|734000000|125930838.92|608069161.08
20120831|97|2|146800000|78663626.74|68136373.26
20120831|98|1|1794000000|858796632.7|935203367.3
20120831|98|2|358800000|701914940.4|-343114940.4
20120831|99|1|652000000|348659197.54|303340802.46
20120831|99|2|130400000|163045192.41|-32645192.41
20120831|100|1|559000000|2197897.46|556802102.54
20120831|100|2|111800000|3888161.89|107911838.11
20120831|101|1|1154000000|539581511.35|614418488.65
20120831|101|2|230800000|7743791.53|223056208.47
20120831|102|1|1111000000|584034141.88|526965858.12
20120831|102|2|222200000|18663000.64|203536999.36
20120831|103|1|758000000|153365879.47|604634120.53
20120831|103|2|151600000|28631661.62|122968338.38
20120831|104|1|1527000000|942824134.79|584175865.21
20120831|104|2|305400000|12789413.44|292610586.56
20120831|105|1|971000000|562247211.33|408752788.67
20120831|105|2|194200000|52026467.32|142173532.68
20120831|106|1|485000000|303529830.83|181470169.17
20120831|106|2|97000000|53515414.36|43484585.64
20120831|107|1|723000000|357842379.39|365157620.61
20120831|107|2|144600000|9998157.08|134601842.92
20120831|108|1|0|0|0
20120831|108|2|0|0|0
20120831|109|1|452000000|376409786.23|75590213.77
20120831|109|2|90400000|131610374.49|-41210374.49
20120831|110|1|454000000|210210611.5|243789388.5
20120831|110|2|90800000|7333256.05|83466743.95
20120831|111|1|737000000|424640730.43|312359269.57
20120831|111|2|147400000|1407362.87|145992637.13
20120831|112|1|455000000|362566769|92433231
20120831|112|2|91000000|67916854.23|23083145.77
20120831|113|1|0|269670.83|-269670.83
20120831|113|2|0|0|0
20120831|114|1|422000000|232539970.47|189460029.53
20120831|114|2|84400000|3951978.63|80448021.37
20120831|115|1|683000000|508048087.15|174951912.85
20120831|115|2|136600000|120698243.85|15901756.15
20120831|116|1|2378000000|978129294.26|1399870705.74
20120831|116|2|475600000|76370047.99|399229952.01
20120831|117|1|1011000000|360170189.8|650829810.2
20120831|117|2|202200000|25645420.73|176554579.27
20120831|118|1|1741000000|2272322404.89|-531322404.89
20120831|118|2|348200000|14177486.17|334022513.83
20120831|119|1|1214000000|1226804813.47|-12804813.47
20120831|119|2|242800000|8918861.11|233881138.89
20120831|120|1|521000000|233753268.03|287246731.97
20120831|120|2|104200000|11834368.46|92365631.54
20120831|121|1|438000000|257589211.29|180410788.71
20120831|121|2|87600000|82506880.82|5093119.18
20120831|122|1|857000000|340295455.33|516704544.67
20120831|122|2|171400000|17399667.56|154000332.44
20120831|123|1|975000000|425532342|549467658
20120831|123|2|195000000|49508422.96|145491577.04
20120831|124|1|983000000|375367919.23|607632080.77
20120831|124|2|196600000|11316400.16|185283599.84
20120831|125|1|890000000|383513802.78|506486197.22
20120831|125|2|178000000|19949310.8|158050689.2
20120831|126|1|695000000|351386094.7|343613905.3
20120831|126|2|139000000|49699946.77|89300053.23
20120831|127|1|774000000|360375643.67|413624356.33
20120831|127|2|154800000|83741351.87|71058648.13
20120831|128|1|15187000000|588109.35|15186411890.65
20120831|128|2|1518700000|0|1518700000
20120831|129|1|1413000000|1119996929.29|293003070.71
20120831|129|2|282600000|20268393.69|262331606.31
20120831|130|1|2172000000|1119987401.78|1052012598.22
20120831|130|2|434400000|67078424.28|367321575.72
20120831|131|1|1249000000|500977282.27|748022717.73
20120831|131|2|249800000|6889144.84|242910855.16
20120831|132|1|2610000000|1878263343.59|731736656.41
20120831|132|2|522000000|19688259.12|502311740.88
20120831|133|1|4271000000|2849239635.22|1421760364.78
20120831|133|2|427100000|13084064.72|414015935.28
20120831|134|1|1313000000|704588043.7|608411956.3
20120831|134|2|262600000|18946474.33|243653525.67
20120831|135|1|1968000000|1550451215.84|417548784.16
20120831|135|2|393600000|99193167.35|294406832.65
20120831|136|1|2067000000|346234.19|2066653765.81
20120831|136|2|413400000|0|413400000
20120831|137|1|1585000000|576770836.52|1008229163.48
20120831|137|2|317000000|6233691.98|310766308.02
20120831|138|1|1328000000|1838149.17|1326161850.83
20120831|138|2|265600000|0|265600000
20120831|139|1|1279000000|1009860781.56|269139218.44
20120831|139|2|267400000|28965643.54|238434356.46
20120831|140|1|1122000000|404509914.99|717490085.01
20120831|140|2|233400000|7157519.25|226242480.75
20120831|141|1|788000000|334494543.78|453505456.22
20120831|141|2|168600000|14934324.26|153665675.74
20120831|142|1|1216000000|0|1216000000
20120831|142|2|257400000|0|257400000
20120831|143|1|1288000000|737854785.4|550145214.6
20120831|143|2|269400000|38325819.04|231074180.96
20120831|144|1|1304000000|685633592.29|618366407.71
20120831|144|2|271000000|4592221.65|266407778.35
20120831|145|1|1124000000|432734030.63|691265969.37
20120831|145|2|237000000|25601469.27|211398530.73
20120831|146|1|1036000000|484097902.81|551902097.19
20120831|146|2|220200000|42467615.42|177732384.58
20120831|147|1|707000000|389609731.9|317390268.1
20120831|147|2|146200000|13552378.53|132647621.47
20120831|148|1|1401000000|3425.97|1400996574.03
20120831|148|2|292600000|0|292600000
20120831|149|1|1230000000|295221948.49|934778051.51
20120831|149|2|264400000|4918603.77|259481396.23
20120831|150|1|761000000|325850699.45|435149300.55
20120831|150|2|164200000|9731356.27|154468643.73
20120831|151|1|1530000000|780429661.98|749570338.02
20120831|151|2|323000000|9014922.49|313985077.51
20120831|152|1|1666000000|1023201460.67|642798539.33
20120831|152|2|416500000|190525212.56|225974787.44
20120831|153|1|2360000000|1084598781.33|1275401218.67
20120831|153|2|590000000|136223654.59|453776345.41
20120831|154|1|1212000000|987203667.11|224796332.89
20120831|154|2|303000000|53549723.06|249450276.94
20120831|155|1|1028000000|478925751.84|549074248.16
20120831|155|2|257000000|609487.6|256390512.4
20120831|156|1|1373000000|644239358.52|728760641.48
20120831|156|2|343250000|78217151.39|265032848.61
20120831|157|1|1146000000|685566830.65|460433169.35
20120831|157|2|286500000|81972557.06|204527442.94
20120831|158|1|987000000|1557736530.97|-570736530.97
20120831|158|2|246750000|471871352.75|-225121352.75
20120831|159|1|1464000000|1142456347.61|321543652.39
20120831|159|2|366000000|19384634.18|346615365.82
20120831|160|1|2156000000|613818370.86|1542181629.14
20120831|160|2|539000000|2415087.73|536584912.27
20120831|161|1|42410000000|18802924103.96|23607075896.04
20120831|161|2|4241000000|11520488.4|4229479511.6
20120930||1|0|17640004654.44|-17640004654.44
20120930||2|0|5996145189.48|-5996145189.48
20120930|1|1|2485000000|529750342.46|1955249657.54
20120930|1|2|621250000|1916837.45|619333162.55
20120930|2|1|1867000000|1104222829.06|762777170.94
20120930|2|2|466750000|66456431.18|400293568.82
20120930|3|1|1476000000|879477564.2|596522435.8
20120930|3|2|369000000|4183309.32|364816690.68
20120930|4|1|1244000000|278653730.92|965346269.08
20120930|4|2|311000000|29179301.76|281820698.24
20120930|5|1|1224000000|880166985.94|343833014.06
20120930|5|2|306000000|26119246.79|279880753.21
20120930|6|1|1423000000|581828235.11|841171764.89
20120930|6|2|355750000|13021231.77|342728768.23
20120930|7|1|1429000000|554279093.67|874720906.33
20120930|7|2|285800000|34454913.59|251345086.41
20120930|8|1|2893000000|1252881367.7|1640118632.3
20120930|8|2|578600000|353257461.65|225342538.35
20120930|9|1|1282000000|352922265.96|929077734.04
20120930|9|2|256400000|72889555.47|183510444.53
20120930|10|1|2513000000|1242017403.08|1270982596.92
20120930|10|2|502600000|239835408.59|262764591.41
20120930|11|1|1714000000|1070675833.47|643324166.53
20120930|11|2|342800000|217373340.37|125426659.63
20120930|12|1|1648000000|1095410768.06|552589231.94
20120930|12|2|329600000|422493355.68|-92893355.68
20120930|13|1|2206000000|761387226.03|1444612773.97
20120930|13|2|441200000|798907518.08|-357707518.08
20120930|14|1|1394000000|440403245.11|953596754.89
20120930|14|2|278800000|48757217.42|230042782.58
20120930|15|1|1893000000|326011782.93|1566988217.07
20120930|15|2|378600000|101607211.23|276992788.77
20120930|16|1|2732000000|1581122969.66|1150877030.34
20120930|16|2|546400000|6386305.78|540013694.22
20120930|17|1|1597000000|684623548.57|912376451.43
20120930|17|2|319400000|779212.42|318620787.58
20120930|18|1|1868000000|467322770.7|1400677229.3
20120930|18|2|373600000|9730920.64|363869079.36
20120930|19|1|1609000000|359650476.3|1249349523.7
20120930|19|2|321800000|24617894.17|297182105.83
20120930|20|1|1488000000|919074345.6|568925654.4
20120930|20|2|297600000|6746427.86|290853572.14
20120930|21|1|1566000000|577899724.55|988100275.45
20120930|21|2|313200000|201054237.44|112145762.56
20120930|22|1|1917000000|1373877772.99|543122227.01
20120930|22|2|383400000|3176726.05|380223273.95
20120930|23|1|1206000000|440598893.03|765401106.97
20120930|23|2|241200000|1303709.27|239896290.73
20120930|24|1|1687000000|1222564503.26|464435496.74
20120930|24|2|337400000|29555466.71|307844533.29
20120930|25|1|1429000000|564350128.74|864649871.26
20120930|25|2|285800000|1410139.91|284389860.09
20120930|26|1|2316000000|4220769380.02|-1904769380.02
20120930|26|2|463200000|2920101883.54|-2456901883.54
20120930|27|1|1664000000|498789415.22|1165210584.78
20120930|27|2|332800000|4410874.86|328389125.14
20120930|28|1|3082000000|1891713360.11|1190286639.89
20120930|28|2|616400000|745738611.42|-129338611.42
20120930|29|1|1440000000|1164840798.53|275159201.47
20120930|29|2|288000000|16481034.32|271518965.68
20120930|30|1|1439000000|372765135.16|1066234864.84
20120930|30|2|287800000|5928748.93|281871251.07
20120930|31|1|3344000000|2848258782.11|495741217.89
20120930|31|2|668800000|2418735.74|666381264.26
20120930|32|1|1867000000|1132949194.14|734050805.86
20120930|32|2|373400000|4453002.21|368946997.79
20120930|33|1|2124000000|677868218.54|1446131781.46
20120930|33|2|424800000|231842626.85|192957373.15
20120930|34|1|1903000000|1235669386.29|667330613.71
20120930|34|2|380600000|2522945.93|378077054.07
20120930|35|1|3168000000|769622743.86|2398377256.14
20120930|35|2|633600000|14524561.03|619075438.97
20120930|36|1|6534000000|0|6534000000
20120930|36|2|653400000|0|653400000
20120930|37|1|12448000000|5118580692.05|7329419307.95
20120930|37|2|0|254977.05|-254977.05
20120930|38|1|2378000000|450923094|1927076906
20120930|38|2|8584580000|2221199383.09|6363380616.91
20120930|39|1|1630000000|199515599.01|1430484400.99
20120930|39|2|5884300000|38325507.32|5845974492.68
20120930|40|1|1740000000|684267922.41|1055732077.59
20120930|40|2|6281400000|1123686939.23|5157713060.77
20120930|41|1|1375000000|6069148491.23|-4694148491.23
20120930|41|2|4963750000|0|4963750000
20120930|42|1|862000000|116698612.4|745301387.6
20120930|42|2|3111820000|201726486.24|2910093513.76
20120930|43|1|60080000000|23373470664.95|36706529335.05
20120930|43|2|3004000000|4.58|3003999995.42
20120930|44|1|2080000000|591539369.08|1488460630.92
20120930|44|2|520000000|171460383.03|348539616.97
20120930|45|1|1223000000|198417168.52|1024582831.48
20120930|45|2|305750000|16098659.32|289651340.68
20120930|46|1|2006000000|572760049.04|1433239950.96
20121130|23|2|267600000|3505521.19|264094478.81
20121231|53|2|365492210|523332351.06|-157840141.06
20121231|54|1|1288391460|252248291.75|1036143168.25
20121231|54|2|322097860|132607274.01|189490585.99
20121231|55|1|1756820920|496006493.56|1260814426.44
20121231|55|2|439205230|58377035.32|380828194.68
20121231|56|1|1330831470|373834280|956997190
20121231|56|2|332707860|7875127.1|324832732.9
20121231|57|1|1257083490|447051156.26|810032333.74
20121231|57|2|314270870|36268665.02|278002204.98
20121231|58|1|1406800400|567668861.24|839131538.76
20121231|58|2|351700100|8968669|342731431
20121231|59|1|2387263790|862721963.18|1524541826.82
20121231|59|2|596815940|285715774.8|311100165.2
20121231|60|1|1316655090|539066012.49|777589077.51
20121231|60|2|329163770|18196443.04|310967326.96
20121231|61|1|1547714230|587425801.36|960288428.64
20121231|61|2|386928550|5659567.09|381268982.91
20121231|62|1|1398779870|423975254.58|974804615.42
20121231|62|2|349694960|91143770.43|258551189.57
20121231|63|1|1981563190|1862193283.94|119369906.06
20121231|63|2|495390790|227819357.84|267571432.16
20121231|64|1|3627864590|1533290259.07|2094574330.93
20121231|64|2|906966140|81276236.27|825689903.73
20121231|65|1|1600000470|699158294.26|900842175.74
20121231|65|2|400000110|7352168.06|392647941.94
20121231|66|1|1607997870|487802177.9|1120195692.1
20121231|66|2|401999460|18577491.63|383421968.37
20121231|67|1|1500000000|519833064.42|980166935.58
20121231|67|2|375000000|21840301.02|353159698.98
20121231|68|1|2000000000|908436958.54|1091563041.46
20121231|68|2|500000000|687542837.55|-187542837.55
20121231|69|1|1771716790|727080887.33|1044635902.67
20121231|69|2|442929190|21979460.63|420949729.37
20121231|70|1|1854417560|487870367.61|1366547192.39
20121231|70|2|463604390|314106402.84|149497987.16
20121231|71|1|1334799000|397011519.19|937787480.81
20121231|71|2|333699750|51907191.61|281792558.39
20121231|72|1|1139345250|297859124.21|841486125.79
20121231|72|2|284836310|13262407.97|271573902.03
20121231|73|1|1396000000|599339703.29|796660296.71
20121231|73|2|349000000|79616115.74|269383884.26
20121231|74|1|1299000000|348335365.64|950664634.36
20121231|74|2|324750000|221055229.66|103694770.34
20121231|75|1|2000000000|970439295.79|1029560704.21
20121231|75|2|500000000|416799150|83200850
20121231|76|1|1468000000|536079710.04|931920289.96
20121231|76|2|367000000|113821761.61|253178238.39
20121231|77|1|1800000000|1017036168.13|782963831.87
20121231|77|2|450000000|312695148.75|137304851.25
20121231|78|1|1845000000|922647604.64|922352395.36
20121231|78|2|461250000|204750474.93|256499525.07
20121231|79|1|2377000000|512892768.78|1864107231.22
20121231|79|2|594250000|241462978.99|352787021.01
20121231|80|1|1700000000|913119718.13|786880281.87
20121231|80|2|425000000|48576437.7|376423562.3
20121231|81|1|4488914650|1231754821.25|3257159828.75
20121231|81|2|1122228660|443375851.39|678852808.61
20121231|82|1|3410673570|1341003537.09|2069670032.91
20121231|82|2|852668390|1227737115.56|-375068725.56
20121231|83|1|2909396460|6145.12|2909390314.88
20121231|83|2|727349110|0|727349110
20121231|84|1|3421205390|1047566104.63|2373639285.37
20121231|84|2|855301340|109665507.43|745635832.57
20121231|85|1|3113567700|7164992.95|3106402707.05
20121231|85|2|778391920|0|778391920
20121231|86|1|3000000000|684977634.31|2315022365.69
20121231|86|2|750000000|354424166.93|395575833.07
20121231|87|1|3266840370|1358644800.41|1908195569.59
20121231|87|2|816710090|295718416.96|520991673.04
20121231|88|1|2968657550|489580539.67|2479077010.33
20121231|88|2|742164380|279654040.41|462510339.59
20121231|89|1|3066685900|1308526879.33|1758159020.67
20121231|89|2|766671470|293587885.62|473083584.38
20121231|90|1|1486814530|927860221.88|558954308.12
20121231|90|2|371703630|333657566.19|38046063.81
20121231|91|1|1200000000|933541557.79|266458442.21
20121231|91|2|240000000|256011906.76|-16011906.76
20121231|92|1|2000000000|1676907223.87|323092776.13
20121231|92|2|400000000|846770064.11|-446770064.11
20121231|93|1|1000000000|603918206.97|396081793.03
20121231|93|2|200000000|357219451.54|-157219451.54
20121231|94|1|1700000000|926424106.8|773575893.2
20121231|94|2|340000000|289108221.42|50891778.58
20121231|95|1|1385744010|330360846.61|1055383163.39
20121231|95|2|277148800|372861968.02|-95713168.02
20121231|96|1|1383090450|579629975.81|803460474.19
20121231|96|2|276618090|216623893.55|59994196.45
20121231|97|1|889129570|110300482.87|778829087.13
20121231|97|2|177825910|66171044.53|111654865.47
20121231|98|1|2100000000|933060813.21|1166939186.79
20121231|98|2|420000000|696042207.89|-276042207.89
20121231|99|1|730000000|544152703.91|185847296.09
20121231|99|2|146000000|123423465.01|22576534.99
20121231|100|1|603000000|2181600.37|600818399.63
20121231|100|2|120600000|4361770.92|116238229.08
20121231|101|1|1383090450|795312710.56|587777739.44
20121231|101|2|276618090|201665631.07|74952458.93
20121231|102|1|1326242290|678908935.89|647333354.11
20121231|102|2|265248450|204301550.19|60946899.81
20121231|103|1|850000000|233697876.03|616302123.97
20121231|103|2|170000000|520504168.87|-350504168.87
20121231|104|1|1800000000|1344919515.09|455080484.91
20121231|104|2|360000000|288493418.36|71506581.64
20121231|105|1|1051342000|621339024.2|430002975.8
20121231|105|2|210268400|52767929.61|157500470.39
20121231|106|1|509247320|255012454.05|254234865.95
20121231|106|2|101849460|103383399.08|-1533939.08
20121231|107|1|774941580|580407952.24|194533627.76
20121231|107|2|154988310|485472497.9|-330484187.9
20121231|108|1|0|0|0
20121231|108|2|0|0|0
20121231|109|1|500000000|323669491.29|176330508.71
20121231|109|2|100000000|166317997.18|-66317997.18
20121231|110|1|500000000|232268590.44|267731409.56
20121231|110|2|100000000|58792056.9|41207943.1
20121231|111|1|864600000|551552874.29|313047125.71
20121231|111|2|172920000|42825173.49|130094826.51
